item_id,package,description,room,qty,unit,rate,amount,source_pages,method,confidence,scale_basis,bucket,geometry_refs,infer_reason
CLG-194,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-195,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-196,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-197,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-198,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-199,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-200,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-201,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-202,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-203,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-204,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-205,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-206,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-207,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-208,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-209,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-210,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-211,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-212,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-213,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-214,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-215,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-216,flooring,Flooring in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-217,wall_finishes,Wall finish in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-218,wall_finishes,Ceiling in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-219,flooring,Flooring in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-220,wall_finishes,Wall finish in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-221,wall_finishes,Ceiling in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-222,flooring,Flooring in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-223,wall_finishes,Wall finish in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-224,wall_finishes,Ceiling in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-225,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-226,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-227,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-228,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-229,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-230,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-231,flooring,Flooring in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-232,wall_finishes,Wall finish in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-233,wall_finishes,Ceiling in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-234,flooring,Flooring in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-235,wall_finishes,Wall finish in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-236,wall_finishes,Ceiling in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-237,flooring,Flooring in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-238,wall_finishes,Wall finish in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-239,wall_finishes,Ceiling in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-240,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-241,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-242,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-243,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-244,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-245,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-246,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-247,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-248,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-249,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-250,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-251,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-252,flooring,Flooring in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-253,wall_finishes,Wall finish in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-254,wall_finishes,Ceiling in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-255,flooring,Flooring in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-256,wall_finishes,Wall finish in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-257,wall_finishes,Ceiling in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-258,flooring,Flooring in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-259,wall_finishes,Wall finish in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-260,wall_finishes,Ceiling in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-261,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-262,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-263,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-264,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-265,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-266,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-267,flooring,Flooring in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-268,wall_finishes,Wall finish in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-269,wall_finishes,Ceiling in 5- Reinforcement Shall Be Of Grade Fe:500 Conforming,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-270,flooring,Flooring in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-271,wall_finishes,Wall finish in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-272,wall_finishes,Ceiling in 6- Laps Shall Be Staggered By At Least Lap Length And,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-273,flooring,Flooring in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-274,wall_finishes,Wall finish in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-275,wall_finishes,Ceiling in 7- A Minimum Lap Length Of 50 D Shall Be Provided .,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-276,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-277,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-278,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-279,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-280,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-281,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-282,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-283,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-284,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-285,flooring,Flooring in Structure -  Staircase Detail (St. To Gr. Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-286,wall_finishes,Wall finish in Structure -  Staircase Detail (St. To Gr. Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-287,wall_finishes,Ceiling in Structure -  Staircase Detail (St. To Gr. Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-288,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-289,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-290,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-291,flooring,Flooring in Structure -  Staircase Detail (Gr.Fl. To F.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-292,wall_finishes,Wall finish in Structure -  Staircase Detail (Gr.Fl. To F.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-293,wall_finishes,Ceiling in Structure -  Staircase Detail (Gr.Fl. To F.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-294,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-295,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-296,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-297,flooring,Flooring in Structure -  Staircase Detail (F.Fl. To S.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-298,wall_finishes,Wall finish in Structure -  Staircase Detail (F.Fl. To S.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-299,wall_finishes,Ceiling in Structure -  Staircase Detail (F.Fl. To S.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-300,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-301,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-302,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-303,flooring,Flooring in Structure -  Staircase Detail (S.Fl. To T.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-304,wall_finishes,Wall finish in Structure -  Staircase Detail (S.Fl. To T.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-305,wall_finishes,Ceiling in Structure -  Staircase Detail (S.Fl. To T.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-306,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-307,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-308,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-309,flooring,Flooring in Structure -  Staircase Detail (T.Fl. To F.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-310,wall_finishes,Wall finish in Structure -  Staircase Detail (T.Fl. To F.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-311,wall_finishes,Ceiling in Structure -  Staircase Detail (T.Fl. To F.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-312,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-313,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-314,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-315,flooring,Flooring in Structure -  Staircase Detail (T.Fl. To F.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-316,wall_finishes,Wall finish in Structure -  Staircase Detail (T.Fl. To F.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-317,wall_finishes,Ceiling in Structure -  Staircase Detail (T.Fl. To F.Fl.),,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-318,flooring,Flooring in Lobby,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-319,wall_finishes,Wall finish in Lobby,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-320,wall_finishes,Ceiling in Lobby,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-321,flooring,Flooring in Entrance Lobby,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-322,wall_finishes,Wall finish in Entrance Lobby,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-323,wall_finishes,Ceiling in Entrance Lobby,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-324,flooring,Flooring in Examination Hall/,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-325,wall_finishes,Wall finish in Examination Hall/,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-326,wall_finishes,Ceiling in Examination Hall/,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-327,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-328,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-329,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-330,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-331,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-332,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-333,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-334,flooring,Flooring in Brickwork Plan -  Ground Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-335,wall_finishes,Wall finish in Brickwork Plan -  Ground Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-336,wall_finishes,Ceiling in Brickwork Plan -  Ground Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-337,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-338,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-339,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-340,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-341,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-342,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-343,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-344,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-345,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-346,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-347,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-348,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-349,wall_finishes,Ceiling in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-350,flooring,Flooring in Brickwork Plan -  First Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-351,wall_finishes,Wall finish in Brickwork Plan -  First Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-352,wall_finishes,Ceiling in Brickwork Plan -  First Floor,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-353,flooring,Flooring in Lobby,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-354,wall_finishes,Wall finish in Lobby,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-355,wall_finishes,Ceiling in Lobby,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-356,flooring,Flooring in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-357,wall_finishes,Wall finish in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-358,wall_finishes,Ceiling in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WP-359,waterproofing,Waterproofing in Toilet Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-360,flooring,Flooring in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-361,wall_finishes,Wall finish in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
CLG-362,wall_finishes,Ceiling in Staircase Window,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
FLR-363,flooring,Flooring in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
WF-364,wall_finishes,Wall finish in Any Discrepancy In The Drawing Shall Be Brought To The,,,sqm,,,,inferred,0.00,unknown,inferred,,No drawing evidence. Inferred from template.
